date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey
03/05/2016,Colorado St.,87,Air Force,73,10,8.76,8.64,5.68,9.83,8.32,9.31,8.5,10.88,8,1.66,9.59,8.9,0,11,,,,,5,10.1,9.1,8.26
03/05/2016,Columbia,55,Yale,71,-1,-0.72,-1.66,0.3,-2.5,-1.23,-1.21,-1.5,-2.47,0.01,1.65,-1.78,-1.9,0,1,,,,,3,0.4,1.26,-3.24
03/05/2016,Cornell,75,Brown,71,3.5,2.59,2.25,3.64,1.56,3.08,-0.26,3,3.18,3,1.39,2.31,3.2,0,4,,,,,5,1.8,0.69,2.77
03/05/2016,Dartmouth,65,Princeton,84,-9.5,-8.62,-9.18,-9.44,-8.97,-9.58,-8.83,-8,-7.57,-5,2.59,-9.65,-10.1,0,-7,,,,,-4,-8.1,-14.31,-8.91
03/05/2016,Davidson,87,George Washington,80,1,-0.67,-0.46,0.88,-1.11,0.01,-2.17,0,0.99,0.01,1.93,-1.89,-1.2,0,0,,,,,1,0.6,-5.95,-0.08
03/05/2016,Dayton,68,VA Commonwealth,67,2,1.59,2.33,3,1.74,3.22,-0.2,2.5,2.35,0.01,2.18,1,2.3,0,3,,,,,4,3,-4.19,0.74
03/05/2016,DePaul,66,Seton Hall,80,-8,-9.9,-9.22,-11.29,-8.7,-8.88,-11.59,-8.5,-7.75,-12,2.56,-10.27,-8.7,0,-7,,,,,-7,-8.2,-16.49,-11.52
03/05/2016,Detroit,92,Youngstown St.,79,13.5,9.24,7.5,7.6,7.74,6.94,9.8,10.5,12.37,9,3.55,8.32,7.5,1,8,,,,,,,19.22,6.92
03/05/2016,Duke,72,North Carolina,76,-2.5,1.36,1.29,-0.37,2.07,1.15,0.06,0,1.04,2,1.66,1.63,-1.1,0,4,,,,,4,4.2,-2.34,1.47
03/05/2016,East Tennessee St.,81,Mercer,65,3.5,2.61,1.8,6.5,0.34,1.25,4.54,2,2.74,5,2.07,0.2,2.4,1,1,,,,,5,,0.81,2.33
03/05/2016,Eastern Washington,77,Weber St.,79,1,-1.27,-1.96,-3.65,-1.37,-1.96,-0.1,0,0.76,2,1.66,-2.12,-2.3,0,0,,,,,-2,-1.5,-3.12,-0.41
03/05/2016,Evansville,68,Indiana St.,42,7.5,7.82,6.63,5.7,6.94,6.73,7.64,7,7.31,7,2.74,7.46,7,1,7,,,,,9,,16.24,6.95
03/05/2016,Fairleigh Dickinson,80,Mount St. Marys,75,2,1.25,1.94,3,1.59,1.8,1.71,2,1.94,2,2.03,1.22,1.7,0,2,,,,,-5,,1.81,0.51
03/05/2016,Florida Atlantic,70,UAB,73,-10.5,-12.57,-11.98,-15.07,-10.86,-12.31,-14.19,-10.5,-10.57,-14,3.67,-12.73,-9.2,0,-12,,,,,-7,-12.2,-21.69,-12.23
03/05/2016,Florida International,58,Middle Tenn St.,61,-3.5,-3.14,-3.51,-4.83,-2.81,-4.3,-4.95,-3,-2.19,-3,1.12,-3.52,-2.9,0,-1,,,,,-1,-3.1,-4.09,-2.74
03/05/2016,Florida St.,78,Syracuse,73,4,3.01,2.78,2.91,2.62,3.05,1.71,3,3.78,3,1.33,1.13,2.8,0,4,,,,,1,4.4,6.12,2.91
03/05/2016,Fordham,64,Rhode Island,61,-2.5,-2.57,-2.81,-1.69,-3.09,-3.17,-4.53,-2.5,-2.3,-2,0.91,-2.97,-3.3,0,-4,,,,,-1,-1,-1.98,-2.08
03/05/2016,Furman,80,NC Greensboro,64,1,2.25,2.04,0.33,2.56,2.49,0.06,1,2.25,1,1.34,2.5,2.9,1,3,,,,,5,,2.77,2.32
03/05/2016,George Mason,83,Richmond,73,-7,-5.21,-5.22,-3.49,-5.95,-5.06,-7.3,-5,-4.71,-7,1.64,-7.09,-4,0,-4,,,,,-2,-5,-6.96,-5.21
03/05/2016,Georgia,70,Alabama,63,5.5,5.23,4.67,4.47,4.67,4.87,4.8,4.5,4.5,5,0.55,4.28,5.8,0,6,,,,,5,6.4,6.14,6.55
03/05/2016,Georgia Tech,63,Pittsburgh,59,-1.5,0.02,-0.04,0.75,-0.44,0.16,0.07,2,0.31,0.01,1.68,0.23,-0.7,0,-1,,,,,4,-1.3,-3.25,1.46
03/05/2016,Gonzaga,92,Portland,67,15.5,16.82,16.41,16.35,16.38,16.88,18.16,15.5,15.16,18,2.54,16.68,14,1,17,,,,,14,,23.66,16.03
03/05/2016,Harvard,74,Pennsylvania,56,7,7.32,8.12,7.08,8.59,7.81,8.62,7,7.3,11,1.7,6.66,5.1,0,9,,,,,6,5.7,4.71,6.83
03/05/2016,High Point,69,NC Asheville,80,-5.5,0.63,0.08,0.3,-0.07,0.3,-0.37,-3,-0.18,-1,2.43,0.2,-0.3,1,0,,,,,7,,2.91,-0.73
03/05/2016,Hofstra,80,Drexel,67,,11.89,11.48,14.58,10.4,11.98,11.45,,11.06,11,2.14,10.49,11.2,1,11,,,,,,,17.15,10.84
03/05/2016,IPFW,86,South Dakota,70,4.5,6.3,5.89,8.09,5.13,5.87,7.08,6,3.75,6,1.72,5.44,6.8,1,5,,,,,,,10.34,6.15
03/05/2016,Idaho,82,Idaho St.,68,6,6.9,6.55,6.82,6.13,7.5,4.61,6.5,6.18,6,1.12,5.99,8.8,0,9,,,,,6,8.1,8.22,6.69
03/05/2016,Indiana,,Maryland,,,5.09,5.01,6.24,4.84,3.94,5.58,,,8,1.38,4.39,3.6,0,6,,,,,4,,,4.4
03/05/2016,James Madison,64,William & Mary,79,-3,0.76,1.29,1.91,1.21,0.87,1.76,-1.5,-1.84,2,1.55,1.64,0,1,1,,,,,,,-1.92,1.21
03/05/2016,Kansas,85,Iowa St.,78,11.5,9.95,9.43,11.19,9.13,8.77,11.64,8.5,9.39,13,2.07,9.33,9.6,0,10,,,,,5,11.1,11.99,9.76
03/05/2016,Kentucky,94,LSU,77,13.5,13.34,12.49,12.03,12.9,11.9,14.97,13,12.92,18,1.98,12.77,11.5,0,14,,,,,11,12,15.46,14.85
03/05/2016,Long Beach St.,74,Hawaii,72,1.5,-0.02,0.41,1.27,0.11,0.41,-2.58,2,1.33,2,1.98,-1.82,-1.2,0,1,,,,,3,-0.8,-3.35,-0.11
03/05/2016,Louisiana-Lafayette,87,Georgia Southern,78,12,9.28,9.32,6.03,10.36,9.89,7.29,9,11.08,6,2.24,9.5,9.6,0,10,,,,,7,10.1,13.76,10.04
03/05/2016,Louisiana-Monroe,91,Georgia St.,78,7,6.84,6.03,9.34,5.38,4.51,9.09,6.5,5.01,11,2.31,5.07,5.9,0,7,,,,,4,6.4,9.36,7.72
03/05/2016,Marshall,108,Southern Miss,106,16,15.44,15.07,15.3,15.23,14.39,17.32,15.5,15.52,17,0.94,15.54,14.9,0,16,,,,,14,12.4,15.45,17.98
03/05/2016,Massachusetts,69,La Salle,52,8,8.37,8.95,6.52,9.92,9.1,7.61,7.5,8.53,9,1.36,8.57,8.8,0,9,,,,,5,9,9.06,8.06
03/05/2016,Michigan,61,Iowa,71,1.5,-0.27,0.02,0.07,0.18,-0.63,-0.35,-1,0,0.01,1.02,-2.73,-2.3,0,2,,,,,-2,4.4,-0.96,-1.5
03/05/2016,Michigan St.,91,Ohio St.,76,14,14.92,14.87,12.26,15.81,14.56,16.93,14,14.34,20,3.05,14.46,13,0,16,,,,,8,15.4,18.35,14.89
03/05/2016,Mississippi St.,79,Auburn,66,12,11.47,10.02,10.07,10.45,8.74,12.51,11,11.09,15,3.18,10.17,10.4,0,10,,,,,8,11,19.83,13.23
03/05/2016,Missouri,72,Florida,82,-8,-7.13,-7.34,-5.51,-8.19,-8.01,-6.95,-6.5,-6.07,-7,1.84,-8.55,-6.2,0,-7,,,,,-6,-5.3,-12.42,-5.28
03/05/2016,Montana,72,Northern Colorado,78,14,15.06,15.9,16.83,15.67,15.58,17.82,15,14.46,17,2.22,15.37,14.1,0,14,,,,,9,14.3,14.41,16.38
03/05/2016,Montana St.,89,North Dakota,82,3,0.31,0.66,-0.52,1.05,0.7,0.28,1.5,2.13,0.01,1.25,-1.51,-0.6,0,2,,,,,1,0.6,-2.2,0.78
03/05/2016,NC Wilmington,76,Charleston,72,4.5,4.92,4.02,6.35,3.32,3.75,4.65,4,6.09,5,2.08,3.33,5.4,1,2,,,,,,,10.58,4.58
03/05/2016,NC Wilmington,66,Charleston,64,4.5,4.92,4.02,6.35,3.32,3.75,4.65,4,6.09,5,2.08,3.33,5.4,1,2,,,,,,,10.58,4.58
03/05/2016,Nevada,66,New Mexico,71,2,1.76,2.23,5.95,0.98,1.68,1.37,2,1.83,6,3.06,-5.82,1.6,0,1,,,,,1,6.8,4.75,-4.7
03/05/2016,North Texas,80,NC Charlotte,77,-6.5,-3.22,-3.26,-4.19,-3.19,-2.49,-6.57,-6,-5.46,-6,2.56,-5.51,-3.6,0,-1,,,,,3,-0.1,-3.46,-3.29
03/05/2016,Notre Dame,89,North Carolina St.,75,9.5,7.86,7.51,6.4,7.75,8.08,6.65,8,9.24,7,0.8,7.21,8.2,0,9,,,,,8,8.4,8.46,8.21
03/05/2016,Pepperdine,90,San Francisco,86,5,5.45,5.47,4.37,5.93,5.29,5.97,5,5.2,4,1.33,5.74,5.6,1,6,,,,,9,,3.79,4.52
03/05/2016,Portland St.,88,Southern Utah,86,10,12.03,12.14,12.12,12.39,11.43,11.65,11,11.11,13,1.88,11.92,11,0,11,,,,,9,12.3,17.03,12.26
03/05/2016,Purdue,,Wisconsin,,,6.14,7.18,1.31,9.03,7.1,4.8,,,5,2.39,7.89,5.8,0,8,,,,,,,,5.3
03/05/2016,Rice,67,Old Dominion,74,-5.5,-6.21,-7.06,-4.55,-8.12,-6.78,-6.87,-5,-5,-5,1.9,-8.45,-3.8,0,-8,,,,,-4,-5,-9.63,-4.63
03/05/2016,Rutgers,75,Minnesota,52,2,-5.87,-5.75,-3.67,-6.7,-5.21,-10.66,-2,-2.86,-10,3.62,-7.21,-6.4,0,-7,,,,,2,-4.3,-9.12,-5.25
03/05/2016,Saint Louis,67,St. Bonaventure,76,-6.5,-7.83,-7.92,-10.58,-7.23,-7.87,-10.07,-6.5,-6.07,-8,2.24,-7.55,-6.5,0,-4,,,,,-6,-6.2,-13.6,-8.1
03/05/2016,San Diego St.,92,UNLV,56,9.5,8.13,8.03,10.83,6.99,8.14,10.23,8.5,7.29,10,1.84,6.54,8.1,0,5,,,,,5,8.7,11.03,7.9
03/05/2016,San Jose St.,68,Boise St.,63,-10.5,-10.8,-10.89,-11.47,-10.33,-11.98,-14.03,-9.5,-10.11,-10,2.88,-11.31,-9.5,0,-11,,,,,-5,-8.8,-17.17,-9.58
03/05/2016,Siena,89,Manhattan,76,9,10.71,11.66,9.7,12.6,11.08,10.77,8,10.89,12,1.81,9.41,7.7,0,12,,,,,10,,13.92,7.5
03/05/2016,South Dakota St.,73,Oral Roberts,70,10,8.8,8.22,8.71,8.08,8.1,9.06,9,10.53,9,1.36,8.49,7.9,1,7,,,,,,,12.52,7.98
03/05/2016,St. John's,76,Providence,90,-9,-9.1,-10.02,-11.44,-9.38,-10.54,-10.83,-9.5,-8.52,-8,2.17,-10.16,-9.1,0,-9,,,,,-3,-7.8,-9.46,-10.11
03/05/2016,St. Joseph's PA,70,Duquesne,78,11,13.37,13.9,17.39,12.79,13.51,14.96,13.5,11.73,15,1.82,12.91,12.8,0,12,,,,,10,13.5,13.05,13.59
03/05/2016,St. Mary's,60,Loyola Marymount,48,14.5,15.42,16.13,13.92,16.94,16.3,13.35,15,15.14,13,2.23,17.41,12.6,1,16,,,,,15,,20.54,14.19
03/05/2016,St. Peter's,55,Fairfield,64,1.5,-0.13,-1.07,-0.92,-0.97,-1.55,-0.04,0,-0.55,1,1.67,-1.22,-1.4,1,-1,,,,,3,,3.39,-0.38
03/05/2016,TCU,67,Oklahoma,75,-13,-12,-12.84,-12.94,-12.72,-13.12,-14.06,-13,-11.16,-13,2.17,-13.28,-10.9,0,-11,,,,,-7,-7.8,-16.1,-12.06
03/05/2016,Tennessee,60,Mississippi,83,-2.5,1.32,1.66,-1.51,2.91,1.47,0.39,0,0.44,1,2.33,2.63,0.4,0,4,,,,,4,2.8,-5.06,3.4
03/05/2016,Tennessee-Martin,73,Austin Peay,83,4,1.6,1.32,1.34,1.18,1.79,1.98,2,1.62,1,0.88,0.52,1.3,1,2,,,,,,,3.94,1.21
03/05/2016,Texas A&M,76,Vanderbilt,67,5.5,3.69,2.78,2.67,2.45,3.77,0.82,4.5,4.36,2,1.41,3.06,4.8,0,2,,,,,5,7,5.56,5.44
03/05/2016,Texas Arlington,90,Troy St.,55,14,15.88,16.64,16.13,17,16.53,17.5,15,14.3,18,1.83,17.01,13.6,0,16,,,,,12,16.6,14.08,16.93
03/05/2016,Texas St.,68,South Alabama,57,6.5,6.43,4.87,3.09,5.65,4.56,6.39,6.5,6.99,8,2.45,5.27,6.2,0,6,,,,,5,8.7,12.93,6.36
03/05/2016,Texas Tech,80,Kansas St.,71,5,4.58,4.01,6.39,3.2,3.89,3.81,4.5,4.05,3,1.12,3.07,4.7,0,4,,,,,5,7.2,6.27,5.56
03/05/2016,Towson,60,Northeastern,71,-1,1.22,-0.12,2.26,-0.94,-0.17,1.08,0,1.85,2,3.1,-0.34,0.6,1,-2,,,,,,,10.28,0.17
03/05/2016,Tulsa,84,South Florida,74,17,17.49,17.35,16.86,17.38,17.84,17.69,17,17.96,19,3.09,16.77,15.5,0,17,,,,,11,17.6,24.91,17.96
03/05/2016,UC Santa Barbara,69,Cal Poly SLO,50,6.5,9.65,10.37,13.49,9.47,9.87,12.7,9,7.93,14,2.6,9.17,9.5,0,10,,,,,9,6.7,4.4,8.51
03/05/2016,UCLA,82,Oregon St.,86,6.5,4.64,3.89,3.4,4.18,3.52,5.58,7,5.88,8,1.46,3.86,4.3,0,6,,,,,4,3,4.6,4.81
03/05/2016,USC,66,Oregon,76,-2.5,-1.33,-0.86,-3.84,0.31,-1.17,-3.45,-1,-1.04,-3,2.23,-0.37,-2,0,2,,,,,2,-0.3,-6.61,-0.24
03/05/2016,UTEP,81,Texas San Antonio,74,12,13.9,14.23,14.82,13.89,14.58,12.4,12.5,12.44,13,1.48,13.75,13.7,0,15,,,,,11,13.8,16.74,15.18
03/05/2016,Utah,57,Colorado,55,12.5,9.92,8.48,9.08,8.46,8.04,13.38,10,10.52,15,2.74,7.29,10.2,0,10,,,,,6,8.3,13.63,10.55
03/05/2016,Utah St.,85,Fresno St.,86,3.5,1.35,1.31,0.2,1.68,1.34,1.2,3,3.15,4,1.59,0.61,0.5,0,3,,,,,1,0.9,-2.09,2.17
03/05/2016,Villanova,84,Georgetown,71,14,15.25,15.13,17.51,14.35,14.86,15.33,14,14.51,14,2.15,14.75,14.3,0,15,,,,,11,17.8,20.02,14.9
03/05/2016,Virginia,68,Louisville,46,5.5,4.63,3.95,6.73,2.64,4.56,5.51,6,5.03,5,1.22,3.02,5.6,0,3,,,,,4,5,3.84,6.92
03/05/2016,Virginia Tech,77,Miami-Florida,62,-6,-6.63,-7.14,-5.93,-7.35,-7.68,-6.76,-5,-6.1,-4,2.32,-7.38,-7.4,0,-6,,,,,-4,-3.8,-12.88,-6.39
03/05/2016,Wagner,81,LIU Brooklyn,65,7,8.45,9.29,8.5,9.65,9.15,11.06,9,9.21,11,3.41,9.85,8.7,0,10,,,,,-2,,8.38,7.01
03/05/2016,Western Kentucky,96,Louisiana Tech,90,2,0.22,0.1,-1.02,0.6,-0.22,0.76,1.5,1.29,-1,1.74,,,0,,,,,,4,0.1,-2.38,
03/05/2016,Wichita St.,52,Northern Iowa,57,9,9.97,8.27,7.26,8.67,8.32,10.8,10,9.69,10,3.26,10.49,8.5,1,9,,,,,9,,19.89,9.78
03/05/2016,Winthrop,82,Gardner Webb,69,5,5.33,4.7,5.49,4.54,4.37,5.99,4.5,5.07,5,1.28,5.47,5.7,1,3,,,,,6,,9.13,4.87
03/05/2016,Wisconsin-Green Bay,65,Cleveland St.,53,10,10.78,9.45,9.32,9.56,9.26,10.51,9.5,9.26,9,5.78,9.47,8.5,1,7,,,,,,,28.49,9.55
03/05/2016,Wisconsin-Milwaukee,86,Northern Kentucky,69,9.5,10.01,9.49,9.6,9.41,9.78,11.83,9,8.01,12,4.88,9.01,7.6,1,9,,,,,2,,23.35,9.08
03/05/2016,Wofford,83,Western Carolina,88,3,1.68,1.31,-0.53,1.91,1.67,1.96,3,2.69,2,1.35,1.74,0.8,1,2,,,,,5,,0.85,0.44
03/05/2016,Wright St.,74,Illinois-Chicago,43,12.5,12.76,13.1,13.39,13.04,13.01,10.11,11,11.99,10,2.25,13.25,12.5,1,11,,,,,,,18.37,13.38
03/05/2016,Xavier,98,Creighton,93,9.5,9.88,9.48,11.3,8.66,10.05,9.44,9,9.22,8,2.46,8.38,10.3,0,10,,,,,7,10.5,16.74,9.21
03/06/2016,Army,38,Holy Cross,60,8.5,7.87,9.11,9.31,9.08,8.99,8.67,8,8.67,8,2.89,9.11,9,0,10,,,,,-1,,6.25,7.06
03/06/2016,Chattanooga,73,Western Carolina,69,8,8.03,7.33,3.69,8.34,8.38,5.4,8,7.75,5,3.44,9.05,7.6,1,8,,,,,9,,17.65,7.19
03/06/2016,Cincinnati,61,SMU,54,1.5,0.2,-0.21,-0.87,0.21,-0.54,-1.55,1,2.14,-1,1.48,-0.7,0.3,0,4,,,,,3,,-2.11,-0.01
03/06/2016,Connecticut,67,Central Florida,46,17,17.38,17,16.05,17.52,16.88,18.34,16.5,18.02,21,1.93,15.9,15.2,0,19,,,,,15,,20.71,15.37
03/06/2016,East Carolina,53,Memphis,83,-4.5,-3.62,-3.43,-2.41,-3.87,-3.41,-3.9,-4,-3.84,-3,2.04,-4.74,-4.4,0,-4,,,,,1,,-8.14,-2.95
03/06/2016,East Tennessee St.,84,Furman,76,2,1.4,1.71,2.87,1.06,2.49,0.95,0,0.6,2,1.41,1.02,1.9,1,1,,,,,3,,-2.09,1.64
03/06/2016,Evansville,54,Northern Iowa,56,-1.5,0.79,-0.08,-1.73,0.17,0.91,-1.52,0,0.71,-2,2.61,0.6,1.3,1,0,,,,,3,,7.75,1.2
03/06/2016,Florida Gulf Coast,80,Stetson,78,10,10.32,11.01,9.52,11.64,11.23,10.94,8.5,11.01,12,3.73,12.32,10.6,0,13,,,,,-1,,13.58,8.27
03/06/2016,Hofstra,70,William & Mary,67,1.5,0.63,0.46,3.4,-0.5,0.76,0.27,-1,-0.08,0.01,1.34,-0.15,2.1,1,1,,,,,2,,-0.99,-0.14
03/06/2016,IUPUI,45,North Dakota St.,60,-4.5,-3.54,-3.87,-1.48,-4.64,-4.22,-2.62,-4,-4.47,-4,1.03,-4.47,-2.8,1,-5,,,,,,,-2.56,-2.38
03/06/2016,Indiana,80,Maryland,62,4,5.07,5.01,6.25,4.86,3.96,5.58,5,4.23,8,3.91,4.39,3.6,0,6,,,,,-4,,13.52,4.53
03/06/2016,Iona,81,Siena,70,2,4.32,5.13,7.99,4.22,4.98,6.15,2,0.32,7,2.42,0.86,2.3,0,7,,,,,3,,5.1,2.11
03/06/2016,Lehigh,78,American,62,11.5,12.11,11.52,11.18,12.44,10.82,13.26,10.5,11.96,14,3.25,12.41,17,0,13,,,,,4,,16.07,9.79
03/06/2016,Monmouth,76,Fairfield,63,9.5,8.31,8.27,6.39,8.86,8.54,7.52,8.5,8.29,7,2.75,8.88,8.6,1,7,,,,,4,,15.92,8.73
03/06/2016,NC Wilmington,73,Northeastern,70,3,4.56,4.02,5.17,3.67,4.01,2.89,2.5,3.14,5,2,4.81,4.9,1,2,,,,,5,,10.28,4.33
03/06/2016,Nebraska Omaha,70,Denver,78,4.5,3.47,3.96,2.42,4.51,4,2.79,4,4.11,1,1.11,4.16,4.6,1,2,,,,,,,4.39,3.75
03/06/2016,Northwestern,65,Nebraska,54,5,5.21,5.37,5.99,4.9,5.98,5.32,4.5,5.6,6,0.97,4.94,5.8,0,6,,,,,4,,2.76,5.13
03/06/2016,Penn St.,86,Illinois,79,4.5,3.22,3.05,4.46,2.68,2.74,3.47,3.5,3.28,5,1.42,1.96,2.3,0,2,,,,,1,,6.28,3.62
03/06/2016,Purdue,91,Wisconsin,80,7,6.28,7.18,1.32,9.04,7.12,4.8,6,7.2,5,1.95,7.89,5.8,0,8,,,,,6,,6.87,5.4
03/06/2016,Tulane,56,Temple,64,-6.5,-7.13,-6.43,-11.4,-4.65,-7.03,-8.34,-6,-6.11,-6,2.76,-5.63,-7.3,0,-5,,,,,-3,,-13.03,-8.8
03/06/2016,Winthrop,68,NC Asheville,77,-2,-0.43,-0.99,0.96,-1.71,-0.88,-0.42,-1.5,-1.32,0.01,2.12,-1.31,-0.9,1,-2,,,,,6,,-1.39,-1.65
03/06/2016,Wisconsin-Green Bay,70,Wisconsin-Milwaukee,61,-3,-1.98,-1.96,-0.77,-2.46,-1.83,-3.84,-3.5,-1.96,-6,1.87,-2.78,-1.8,1,-2,,,,,1,,0.34,-1.7
03/06/2016,Wright St.,82,Detroit,72,2,1.48,1.62,0.65,2.09,1.27,1.37,0,1,3,1.73,0.94,1.9,1,0,,,,,6,,-1.02,0.44
03/07/2016,Ball St.,47,Miami-Ohio,49,6.5,7.17,8.27,4.92,9.49,8.59,8.25,7.5,9.03,11,4.16,8.74,9.2,0,10,,,,,-3,,0.24,8.43
03/07/2016,Chattanooga,73,East Tennessee St.,67,5,3.63,3.75,0.89,4.62,4.19,2.1,3.5,4.35,1,1.63,4.58,4.6,1,4,,,,,4,,6.56,2.51
03/07/2016,Eastern Michigan,69,Toledo,60,-2,0.02,1.31,4.78,-0.09,1.61,-0.17,1,0.07,1,3.2,-0.61,1.2,0,0,,,,,-4,,-8.13,3.29
03/07/2016,Gonzaga,88,BYU,84,3.5,3.08,3.27,3.05,3.28,3.61,2.6,3,2.72,4,1.28,3.84,4.1,1,4,,,,,3,,-0.78,3.41
03/07/2016,Hofstra,73,NC Wilmington,80,2,-0.36,-0.05,1.38,-0.53,0.3,1.63,1.5,0.22,-1,2.35,-0.73,0.5,1,2,,,,,-1,,-7.27,-0.08
03/07/2016,IPFW,68,North Dakota St.,69,2.5,2.19,1.67,3.7,0.92,1.84,2.36,1.5,2.51,2,1.51,1.48,4.3,1,0,,,,,5,,-0.54,3.27
03/07/2016,Kent St.,69,Bowling Green,70,7,7.64,8.23,8.86,8.03,8.15,8.74,7.5,7.71,11,3.15,7.79,8.7,0,8,,,,,-2,,8.08,8.06
03/07/2016,Monmouth,76,Iona,79,1,0.61,1.65,-0.5,2.15,2.13,-0.45,1.5,-0.66,-2,1.47,2,2.3,1,0,,,,,1,,-0.64,0.91
03/07/2016,North Carolina A&T,91,Coppin St.,98,1.5,-0.58,,,,,,1.5,0.95,,1.12,-0.14,,,,,,,,-1,,,-2.12
03/07/2016,Northern Illinois,56,Western Michigan,50,4.5,3.63,4.62,2.52,5.16,5.27,3.89,5,4.96,3,2.79,4.98,5.2,0,5,,,,,-4,,0.07,6.52
03/07/2016,Oakland,55,Wright St.,59,6,5.44,5.18,4.3,5.49,5.23,5.51,5,7.45,4,1.52,5.62,5.4,1,7,,,,,2,,7.96,5.55
03/07/2016,Savannah St.,63,Delaware St.,58,6.5,8,,,,,,5,4.82,,6.2,5.3,,,,,,,,4,,18.6,7.26
03/07/2016,South Dakota St.,54,Denver,53,10.5,8.52,9.01,7.46,9.4,9.55,8.82,9,12.15,7,1.56,8.81,8.6,1,9,,,,,6,,7.35,7.65
03/07/2016,St. Mary's,81,Pepperdine,66,7.5,9.01,9.75,9.06,10.15,9.39,6.83,7.5,7.54,7,3.15,10.65,7.9,1,7,,,,,5,,17.6,9.25
03/07/2016,Stony Brook,80,Hartford,64,18.5,18.99,20.74,17.83,21.72,21.49,18.88,18,21.51,16,4.92,21.33,17.8,0,24,,,,,5,,24.47,16.12
03/07/2016,Valparaiso,92,Wisconsin-Green Bay,99,9,9.12,9.19,8.26,9.54,9.19,9.09,9,9.3,11,0.87,9.86,8.9,1,10,,,,,9,,7.32,7.97
03/07/2016,Vermont,63,New Hampshire,56,8.5,5.25,,,,,,8.5,9.09,,3.94,8.29,,,,,,,,1,,1.97,5.88
03/08/2016,Alabama A&M,61,Arkansas Pine Bluff,53,4.5,3.8,4.59,1.43,5.68,4.3,2.75,4.5,4.43,0.01,2.45,3.93,4.2,1,,,,,,1,,9.45,3.82
03/08/2016,Eastern Washington,74,Northern Arizona,52,12.5,11.35,11.62,9.91,12.29,11.42,11.79,12.5,11.83,13,2.91,11.72,10.9,1,11,,,,,4,,16.95,11.18
03/08/2016,Florida Atlantic,82,Texas San Antonio,58,3,3.3,4.19,3,4.55,4.3,2.87,3.5,3.16,1,1.21,3.79,4.6,1,,,,,,1,,3.1,3.99
03/08/2016,Florida St.,88,Boston College,66,11.5,14.2,14.6,16.45,13.94,14.66,14.76,13,13.71,14,3.08,13.23,13,1,14,,,,,7,,20.74,14.45
03/08/2016,Md. Eastern Shore,58,Morgan St.,65,2,0.26,-0.25,1.59,-1.1,0.47,0.38,1,0.2,-1,0.95,-0.84,0.1,1,,,,,,1,,1.71,0.8
03/08/2016,Miss Valley St.,87,Grambling St.,73,-1,-0.75,0.15,1.06,-0.31,0.88,-2.43,0,-0.07,-2,2.24,-1.78,0.8,1,,,,,,1,,-6.77,0.51
03/08/2016,Montana St.,75,CS Sacramento,79,2.5,1.09,1.56,2.46,1.49,0.84,1.29,1.5,1.61,3,1.32,1.12,1.4,1,0,,,,,1,,-2.51,0.97
03/08/2016,NC Central,68,Howard,66,5,2.84,3.2,5.1,2.76,2.8,3.06,5,3.08,6,1.87,2.41,3.5,1,3,,,,,1,,-1.05,2.06
03/08/2016,North Carolina St.,75,Wake Forest,72,3,3.86,4.5,6.57,3.84,4.11,3.99,3.5,3.7,3,1.27,3.98,4.7,1,3,,,,,1,,3.96,3.84
03/08/2016,North Dakota,85,Southern Utah,80,8,10.02,11.02,10.34,11.46,10.47,9.99,8,8.57,11,1.82,12.88,8.7,1,,,,,,6,,9.49,10.37
03/08/2016,Portland St.,74,Northern Colorado,67,5,3.56,3.81,3.72,3.95,3.54,2.7,3.5,3.72,3,0.52,3.74,4.1,1,,,,,,3,,4.56,2.87
03/08/2016,Princeton,72,Pennsylvania,71,16,17.26,17.78,18.15,17.76,17.44,18.65,16.5,17,20,1.88,15.93,14.6,0,18,,,,,13,,18.25,17.81
03/08/2016,South Dakota St.,67,North Dakota St.,59,5.5,5.44,5.55,5.56,5.48,5.73,5.78,6,5.53,5,1.09,6.29,6.6,1,,,,,,6,,2.28,5.54
03/08/2016,St. Mary's,75,Gonzaga,85,-2,-2.17,-1.2,-0.82,-1.3,-1.41,-5.9,-2.5,-2.93,-6,1.79,-1.54,-1.5,1,,,,,,-1,,-2,-0.43
03/08/2016,Wagner,79,Fairleigh Dickinson,87,9,8.27,9.28,8.87,9.59,8.9,11.53,9.5,8.36,12,3.26,9.54,8.2,0,,,,,,-1,,7.42,6.6
03/08/2016,Wright St.,69,Wisconsin-Green Bay,78,0,-1.21,-0.99,-0.48,-1.03,-1.38,-1.34,-1,-0.98,2,2.58,-0.52,-0.4,1,,,,,,1,,-8.71,-1.74
03/09/2016,Alcorn St.,61,Miss Valley St.,64,5.5,6.29,5.11,7.9,3.7,5.02,8.45,5,6.89,7,2.62,4.64,6.6,1,,,,,,3,,12.82,4.3
03/09/2016,Clemson,85,Georgia Tech,88,2.5,0.21,0.17,-0.92,0.73,-0.22,1.24,1.5,0.71,2,1.88,0.24,0.2,1,,,,,,-5,,-2.09,5.46
